iter,loss,iter_dt
0,2.8580756187438965,0.0
1,2.401461601257324,2.0191268920898438
2,2.729623556137085,0.22108840942382812
3,2.554854393005371,0.20844244956970215
4,3.2578959465026855,0.5021593570709229
5,1.8873353004455566,0.20901894569396973
6,2.9866743087768555,0.20810413360595703
7,1.7175301313400269,0.20824050903320312
8,1.809600830078125,0.20871949195861816
9,2.1474735736846924,0.20825982093811035
10,1.5582081079483032,0.2083117961883545
11,2.245115041732788,0.2084972858428955
12,1.940410852432251,0.20874261856079102
13,1.713690996170044,0.20838046073913574
14,1.4300556182861328,0.2086489200592041
15,1.5484676361083984,0.20872235298156738
16,1.497175931930542,0.20940804481506348
17,2.0390608310699463,0.20963668823242188
18,1.6705009937286377,0.20862698554992676
19,1.266282320022583,0.20886540412902832
20,1.6812974214553833,0.20825982093811035
21,1.5197850465774536,0.20820283889770508
22,1.6970934867858887,0.20811748504638672
23,1.0888853073120117,0.20850348472595215
24,1.595808982849121,0.20856571197509766
25,1.2532877922058105,0.20837020874023438
26,1.168245553970337,0.20800042152404785
27,1.4837861061096191,0.21744441986083984
28,1.1360092163085938,0.2084333896636963
29,1.4168694019317627,0.20917892456054688
30,0.8449390530586243,0.20811867713928223
31,0.950208842754364,0.20835638046264648
32,0.8339968323707581,0.20787668228149414
33,0.8628380298614502,0.20801711082458496
34,1.0354304313659668,0.2078866958618164
35,1.213413119316101,0.20852923393249512
36,0.8085616230964661,0.20830368995666504
37,0.7534408569335938,0.20830082893371582
38,0.9266274571418762,0.20828843116760254
39,1.0144894123077393,0.2085418701171875
40,0.7633156776428223,0.20816302299499512
41,0.9561736583709717,0.2081151008605957
42,0.6731181144714355,0.2082374095916748
43,0.9372574090957642,0.2085726261138916
44,0.6098886132240295,0.20856165885925293
45,0.8038867712020874,0.20854592323303223
46,0.7868627905845642,0.20814824104309082
47,0.8661482930183411,0.20808625221252441
48,1.0730409622192383,0.20844030380249023
49,0.43929821252822876,0.20829153060913086
50,0.6485739946365356,0.20811676979064941
51,0.7505830526351929,0.22455716133117676
52,0.49844056367874146,0.20818686485290527
53,0.9556655883789062,0.20816588401794434
54,0.4302222430706024,0.20852923393249512
55,0.4424963593482971,0.2083592414855957
56,0.39849790930747986,0.20800495147705078
57,0.5224053263664246,0.20809125900268555
58,0.6200194358825684,0.20819950103759766
59,0.6855419278144836,0.20785760879516602
60,1.08064866065979,0.20795369148254395
61,0.6647927761077881,0.20844626426696777
62,0.37451234459877014,0.20791935920715332
63,0.7865266799926758,0.2080695629119873
64,0.3617869019508362,0.20817160606384277
65,0.4623076319694519,0.2081153392791748
66,0.5491752624511719,0.20808172225952148
67,0.5587295293807983,0.20898723602294922
68,0.6203098893165588,0.20803499221801758
69,0.8192976713180542,0.20908164978027344
70,0.683152973651886,0.20837998390197754
71,0.6576212048530579,0.20882868766784668
72,0.6969723701477051,0.20816659927368164
73,0.41558822989463806,0.20873785018920898
74,0.5020740628242493,0.20802688598632812
75,0.47515833377838135,0.2088010311126709
76,0.39262500405311584,0.2082366943359375
77,0.3893775939941406,0.2093956470489502
78,0.5790760517120361,0.20850491523742676
79,0.35018375515937805,0.20929861068725586
80,0.27354568243026733,0.20836353302001953
81,0.25334227085113525,0.20945024490356445
82,0.48042917251586914,0.20858287811279297
83,0.6382217407226562,0.20912742614746094
84,0.3748258054256439,0.20813488960266113
85,0.4627065062522888,0.20885491371154785
86,0.283042311668396,0.20793628692626953
87,0.23011477291584015,0.2087399959564209
88,0.8740774393081665,0.2083113193511963
89,0.409020334482193,0.20795345306396484
90,0.49436137080192566,0.20825719833374023
91,0.5954611897468567,0.2080981731414795
92,0.2007308006286621,0.20844793319702148
93,0.47404053807258606,0.20813322067260742
94,0.34116196632385254,0.20812201499938965
95,0.22412440180778503,0.20812392234802246
96,0.23147964477539062,0.20827555656433105
97,0.46635282039642334,0.21066761016845703
98,0.4773724675178528,0.208024263381958
99,0.23944664001464844,0.20855164527893066
100,0.42986708879470825,0.20804738998413086
101,0.7131239175796509,0.20823001861572266
102,0.33059361577033997,0.20792365074157715
103,0.685347855091095,0.20807218551635742
104,0.22365571558475494,0.2080230712890625
105,0.25900352001190186,0.20807456970214844
106,0.42615005373954773,0.20821714401245117
107,0.43121251463890076,0.20805621147155762
108,0.22059573233127594,0.20814037322998047
109,0.3007776439189911,0.2081589698791504
110,0.2749008536338806,0.20762991905212402
111,0.5460664629936218,0.2078254222869873
112,0.21774131059646606,0.20833826065063477
113,0.1972520351409912,0.20821189880371094
114,0.38309189677238464,0.20801639556884766
115,0.2696096897125244,0.20811963081359863
116,0.3368317782878876,0.20814776420593262
117,0.2629712224006653,0.20809459686279297
118,0.2330331653356552,0.20800995826721191
119,0.16305877268314362,0.20806622505187988
120,0.2413354367017746,0.20821142196655273
121,0.6406925916671753,0.2084059715270996
122,0.6093462109565735,0.20812535285949707
123,0.47078749537467957,0.20828652381896973
124,0.5728285908699036,0.2079010009765625
125,0.4016212821006775,0.20859789848327637
126,0.4322042763233185,0.2080836296081543
