iter,loss,iter_dt
0,9.756370855029672e-05,0.0
1,8.71876982273534e-05,0.356581449508667
2,0.00011849219299620017,0.20995211601257324
3,0.16638074815273285,0.2076249122619629
4,0.002496992936357856,0.2104473114013672
5,0.25589993596076965,0.20790886878967285
6,7.768371142446995e-05,0.21005463600158691
7,0.019436674192547798,0.20801520347595215
8,0.08742920309305191,0.20929908752441406
9,0.054799001663923264,0.20801377296447754
10,0.12039091438055038,0.20937252044677734
11,0.04734228178858757,0.20802950859069824
12,0.12692037224769592,0.20948481559753418
13,0.0167466439306736,0.2079930305480957
14,0.041462257504463196,0.2096879482269287
15,0.00025456672301515937,0.20850801467895508
16,0.00010874462896026671,0.2109827995300293
17,0.0004455598536878824,0.2080395221710205
18,0.07584847509860992,0.20895004272460938
19,9.60972101893276e-05,0.2081615924835205
20,0.19277618825435638,0.20944929122924805
21,0.0007055200985632837,0.2085878849029541
22,0.001870819483883679,0.20976853370666504
23,0.058373335748910904,0.208343505859375
24,0.08503197878599167,0.20969414710998535
25,0.016622787341475487,0.20845365524291992
26,8.14676532172598e-05,0.22054791450500488
27,0.007266142871230841,0.20807647705078125
28,0.0006218835478648543,0.209092378616333
29,0.0006464690086431801,0.20827341079711914
30,0.007252545561641455,0.20978164672851562
31,0.0001772094692569226,0.2079024314880371
32,0.0004583037516567856,0.20945501327514648
33,0.08240865170955658,0.20763945579528809
34,0.010644286870956421,0.20911931991577148
35,0.0005931536434218287,0.20786023139953613
36,0.0005867340951226652,0.20915675163269043
37,0.014647969976067543,0.20771360397338867
38,0.0046783569268882275,0.20952630043029785
39,3.7396526749944314e-05,0.20766210556030273
40,5.03532646689564e-05,0.20965838432312012
41,0.12585218250751495,0.20791935920715332
42,0.00016090042481664568,0.20937800407409668
43,0.04140400514006615,0.20784926414489746
44,6.431538349715993e-05,0.2091507911682129
45,0.04446641728281975,0.20761775970458984
46,0.007476277649402618,0.20873618125915527
47,0.00045689509715884924,0.20760893821716309
48,0.005889236927032471,0.20955634117126465
49,0.10100791603326797,0.20949602127075195
50,0.00010124241089215502,0.20908665657043457
51,0.05870587006211281,0.20783734321594238
52,0.00016543365200050175,0.20893049240112305
53,0.00033954810351133347,0.20771527290344238
54,0.0003150647971779108,0.209367036819458
55,0.0006730866152793169,0.2081291675567627
56,0.0001651940547162667,0.20873641967773438
57,0.00019017772865481675,0.20760440826416016
58,0.028952237218618393,0.20873641967773438
59,0.03561793640255928,0.2079784870147705
60,0.0009844466112554073,0.20925331115722656
61,5.97314938204363e-05,0.20839333534240723
62,0.00868255365639925,0.20874643325805664
63,0.05222508683800697,0.20820331573486328
64,0.00010463980288477615,0.2093491554260254
65,0.07888557761907578,0.20831942558288574
66,0.04219088330864906,0.20871686935424805
67,0.016594694927334785,0.2084195613861084
68,0.06705723702907562,0.20847558975219727
69,0.0008817079942673445,0.20829033851623535
70,0.12795598804950714,0.2081911563873291
71,0.0008214612607844174,0.2190566062927246
72,0.00017480611859355122,0.20986342430114746
73,8.868648001225665e-05,0.2086186408996582
74,0.007568343076854944,0.20920062065124512
75,0.009571773931384087,0.20796751976013184
76,0.0006770153995603323,0.20904874801635742
77,0.00017615177785046399,0.20766353607177734
78,0.0007767786737531424,0.20938968658447266
79,3.555708099156618e-05,0.2081284523010254
80,0.014220909215509892,0.20937657356262207
81,0.006657938472926617,0.2080070972442627
82,0.0008848979487083852,0.20898675918579102
83,0.00011439712397987023,0.2084648609161377
84,0.04485233500599861,0.20949745178222656
85,0.0036059701815247536,0.2082524299621582
86,0.0003715378406923264,0.20840096473693848
87,7.281306898221374e-05,0.20849108695983887
88,6.770763138774782e-05,0.20863723754882812
89,0.00012279789370950311,0.2081441879272461
90,0.0003233201277907938,0.20816564559936523
91,4.824563075089827e-05,0.20824193954467773
92,0.00011896894284291193,0.20839953422546387
93,0.013371707871556282,0.20843887329101562
94,0.14507067203521729,0.2213602066040039
95,8.337352483067662e-05,0.20780730247497559
96,0.011430417187511921,0.2082993984222412
97,4.834293213207275e-05,0.20798063278198242
98,6.709193985443562e-05,0.20830869674682617
99,0.05546403303742409,0.20761942863464355
100,0.07154107838869095,0.20805978775024414
101,0.011332972906529903,0.20868515968322754
102,0.0002681381010916084,0.2083115577697754
103,0.0008386502740904689,0.20807838439941406
104,0.0010408071102574468,0.20825624465942383
105,0.00021176590234972537,0.20798921585083008
106,0.06588422507047653,0.2081906795501709
107,0.004887810908257961,0.20838093757629395
108,0.019144317135214806,0.2081437110900879
109,0.0004906972171738744,0.20758271217346191
110,3.630647188401781e-05,0.20842671394348145
111,0.00028061834746040404,0.20783090591430664
112,0.00032484252005815506,0.20815753936767578
113,0.014369111508131027,0.20832538604736328
114,0.08414752781391144,0.20791172981262207
115,8.02365320851095e-05,0.20781707763671875
116,0.0005744927329942584,0.20843124389648438
117,0.0035126530565321445,0.2105412483215332
118,8.242948388215154e-05,0.20835566520690918
119,0.014653575606644154,0.2077186107635498
120,8.27230978757143e-05,0.20813822746276855
121,0.0010550615843385458,0.20817852020263672
122,0.11702784895896912,0.20765447616577148
123,0.03559219092130661,0.20814990997314453
124,0.011484810151159763,0.20880937576293945
125,5.313185101840645e-05,0.20885443687438965
126,9.820032573770732e-05,0.2093977928161621
127,5.229579983279109e-05,0.20844817161560059
128,0.0413089282810688,0.2089385986328125
129,5.022220648243092e-05,0.20847392082214355
130,4.853150312555954e-05,0.2083895206451416
131,9.736467472976074e-05,0.21004962921142578
132,0.050724685192108154,0.20871472358703613
133,0.0052733635529875755,0.2086014747619629
134,0.016273634508252144,0.20856428146362305
135,9.45859937928617e-05,0.2084674835205078
136,0.00014450486924033612,0.20839762687683105
137,5.9759306168416515e-05,0.20858240127563477
138,8.801392687018961e-05,0.20837020874023438
139,0.0002109410852426663,0.22047853469848633
140,0.094902902841568,0.2087235450744629
141,0.024918142706155777,0.20830059051513672
142,0.0017151221400126815,0.20821642875671387
143,0.01140219159424305,0.2091045379638672
144,0.0002980791905429214,0.20833969116210938
145,5.2088300435571e-05,0.20894718170166016
146,3.859101343550719e-05,0.20862722396850586
147,9.472435340285301e-05,0.20832514762878418
148,7.302010635612532e-05,0.20936203002929688
149,0.022133154794573784,0.20838665962219238
150,6.604990630876273e-05,0.20871782302856445
151,0.13025228679180145,0.20815563201904297
152,0.07562602311372757,0.20833373069763184
153,0.03331737592816353,0.20853042602539062
154,4.957028431817889e-05,0.20855307579040527
155,6.516438588732854e-05,0.20829081535339355
156,0.007199426181614399,0.20832037925720215
157,0.001872155349701643,0.2081303596496582
158,0.02560972236096859,0.2084038257598877
159,0.012560552917420864,0.20823383331298828
160,6.841427966719493e-05,0.20840930938720703
161,0.001167536829598248,0.20806574821472168
162,0.000612923176959157,0.21999549865722656
163,0.04311709478497505,0.20810365676879883
164,0.0001748638169374317,0.20799612998962402
165,0.00031518147443421185,0.20790386199951172
166,8.26770847197622e-05,0.2079923152923584
167,0.00021460256539285183,0.20790815353393555
168,0.0004968642024323344,0.20797061920166016
169,0.040335435420274734,0.20818781852722168
170,0.0028077936731278896,0.2086939811706543
171,0.10629924386739731,0.20892024040222168
172,7.78558969614096e-05,0.20915508270263672
173,8.08027689345181e-05,0.20829248428344727
174,2.9611033824039623e-05,0.20855283737182617
